term,mean_tfidf_before,mean_tfidf_after,diff,doc_freq_before,doc_freq_after,clean
profitability,0.0011245280120308634,0.0009670159549284777,-0.0001575120571023857,13,17,True
nthese,0.0002454286313013496,8.791437922150688e-05,-0.00015751425207984271,2,1,False
starken,0.0001916268372922436,3.4111771545301924e-05,-0.00015751506574694166,2,1,False
zum schutz,0.00021109343431572486,5.357260190299286e-05,-0.000157520832412732,2,2,False
ages,0.0002620067453157715,0.00010437622987247779,-0.00015763051544329373,3,2,True
authors conclude,0.0002855813944449642,0.00012791949482108297,-0.00015766189962388122,2,2,False
pursued,0.0006166248238076573,0.0004588096317406987,-0.00015781519206695854,5,9,True
free riders,0.00023592588685337733,7.80360943165011e-05,-0.00015788979253687622,2,1,False
klimapolitischen,0.00022388621023672144,6.597518532375105e-05,-0.0001579110249129704,2,1,False
companies carbon,0.00019925884109255195,4.1305572744880215e-05,-0.00015795326834767173,2,1,False
20 50,0.0002030517643751607,4.509514542899593e-05,-0.00015795661894616478,2,1,False
suggest climate,0.0002154669317446346,5.7454248984829725e-05,-0.00015801268275980487,2,1,False
report explores,0.00027301363988460283,0.00011489413727697955,-0.0001581195026076233,3,2,True
discuss various,0.00023258088057308583,7.44463049461121e-05,-0.00015813457562697373,2,1,False
outcomes forest,0.00022771726493157101,6.953975385374864e-05,-0.00015817751107782238,2,1,False
integrate,0.0006152327669573358,0.00045699527378426655,-0.00015823749317306926,7,10,True
systems country,0.00028551845483340397,0.00012726542385092034,-0.00015825303098248363,2,2,False
adaptation poor,0.0002687265243238535,0.00011046919386390238,-0.0001582573304599511,2,1,False
literature studies,0.00022713493191025901,6.886666774896062e-05,-0.0001582682641612984,2,1,False
costly,0.00115616284673526,0.000997887180535937,-0.00015827566619932318,16,23,True
form carbon,0.00022617781287616751,6.788450336041825e-05,-0.00015829330951574926,2,1,False
role economic,0.0001740185534489417,1.5710006464758444e-05,-0.00015830854698418325,3,1,True
aerosols,0.0002720889865516044,0.00011367661804398665,-0.00015841236850761773,2,1,False
ghg atmosphere,0.00021000609042803257,5.1571464651031875e-05,-0.0001584346257770007,2,1,False
pulp paper,0.00048608036094612163,0.0003275984044940505,-0.0001584819564520711,4,3,True
projections emissions,0.00023249303783508273,7.386161665006803e-05,-0.00015863142118501471,2,1,False
deforestation developing,0.00031664083741623285,0.00015793276512038795,-0.0001587080722958449,1,3,False
equally important,0.00024161488475498485,8.289253049764754e-05,-0.0001587223542573373,2,2,False
stock market,0.00018965311450549327,3.08542139298234e-05,-0.00015879890057566987,2,2,False
environmental damages,0.00022854643185122784,6.955132379599236e-05,-0.00015899510805523549,2,1,False
possible,0.005250233474521361,0.005091147296416147,-0.00015908617810521473,81,151,True
opportunities cdm,0.00027886367403540905,0.00011976310174721265,-0.0001591005722881964,2,2,False
performances,0.00042744459235708496,0.0002683157508724573,-0.00015912884148462766,3,4,True
provide recommendations,0.00021808719895176823,5.894494308432337e-05,-0.00015914225586744486,2,1,False
require political,0.0002272702162287867,6.810855049565014e-05,-0.00015916166573313656,2,1,False
mechanisms private,0.00022064573403041457,6.124141198676787e-05,-0.00015940432204364672,2,1,False
ecological economic,0.0002504008695396992,9.093075756658866e-05,-0.00015947011197311057,2,1,False
bring benefits,0.00019514417137241868,3.565353911032922e-05,-0.00015949063226208945,2,1,False
societies,0.0004425986264804169,0.0002830774649335502,-0.00015952116154686668,4,6,True
surplus emission,0.00023337601462297463,7.366851576379261e-05,-0.00015970749885918203,2,1,False
zudem,0.0002654367877009823,0.00010564944944369203,-0.00015978733825729028,2,2,False
study involved,0.0002114904076627897,5.165994465736174e-05,-0.00015983046300542796,2,1,False
equity climate,0.00042600806778694367,0.00026614163494625764,-0.00015986643284068603,1,4,False
ist,0.0014450662984890458,0.00128515086377718,-0.00015991543471186574,13,18,True
replication,0.000270934051523325,0.00011090761619772814,-0.00016002643532559688,2,2,False
burn,0.0002985991711758752,0.00013853972698355755,-0.00016005944419231766,3,2,True
environmental science,0.0002143970110618819,5.4221201082851794e-05,-0.0001601758099790301,3,2,True
countries account,0.000266502822014377,0.00010622425072313612,-0.00016027857129124085,3,1,True
play significant,0.0004013078622688059,0.000240975453519358,-0.0001603324087494479,4,4,True
sector emissions,0.0002242536054936608,6.389953998264372e-05,-0.00016035406551101708,2,1,False
government provides,0.0002440565619256342,8.367439767409038e-05,-0.00016038216425154383,2,1,False
paper industry,0.0003147546234634727,0.00015433998006136285,-0.00016041464340210983,1,2,False
seiner,0.0002547030690055365,9.418860470922227e-05,-0.0001605144642963142,2,2,False
results proposed,0.00027636012923864785,0.00011583025120091302,-0.00016052987803773483,1,2,False
chinese cdm,0.0003166441581524059,0.00015607708570441046,-0.00016056707244799546,4,2,True
renewable resources,0.00046129858748315047,0.0003007191781425173,-0.00016057940934063316,3,5,True
implementing new,0.00022760786914687335,6.695638626318157e-05,-0.0001606514828836918,2,1,False
accomplish,0.0005480486222770905,0.0003873701180371896,-0.0001606785042399009,5,7,True
weighed,0.0002559787573896177,9.529906107917261e-05,-0.00016067969631044506,2,2,False
inelastic,0.00026179065818145506,0.0001011009306166935,-0.00016068972756476155,2,2,False
underground,0.00030828510786712663,0.0001474895122763632,-0.00016079559559076343,2,2,False
resources,0.005299113406860181,0.005138236026581576,-0.00016087738027860485,79,144,True
recent developments,0.0005363634133321759,0.00037547032778801725,-0.00016089308554415862,5,8,True
countries participation,0.00028555146091118844,0.000124466377056599,-0.00016108508385458944,2,2,False
autres,0.0002392603546242927,7.81658253954448e-05,-0.0001610945292288479,2,1,False
discharge,0.0006193278912974243,0.0004582020331011791,-0.00016112585819624527,4,9,True
study provides,0.00023040871148070387,6.924058105219884e-05,-0.00016116813042850502,2,1,False
manageable,0.00028162399312206646,0.00012045563933859784,-0.0001611683537834686,3,2,True
combating,0.0009382872457514351,0.000777084445231935,-0.00016120280051950013,9,13,True
mechanism potential,0.0002675362802198541,0.000106286207638447,-0.00016125007258140713,2,2,False
purpose paper,0.0008776780545452115,0.0007163711278290407,-0.00016130692671617076,8,12,True
mediation,0.0002015457398484419,4.017310323299215e-05,-0.00016137263661544974,2,1,False
additionality cdm,0.00023832865068613044,7.691257018586545e-05,-0.00016141608050026498,2,1,False
cuba,0.00028437382023294904,0.00012286569796411396,-0.00016150812226883507,1,2,False
mitigation greenhouse,0.0002724755158135557,0.00011091285584617023,-0.00016156265996738548,2,2,False
führt,0.0002989047399227222,0.00013728300863089155,-0.00016162173129183067,3,2,True
recognized,0.0011848976190815584,0.0010232643550741596,-0.00016163326400739884,12,20,True
tragedy,0.0004213247361188598,0.0002596065991481712,-0.00016171813697068863,2,4,False
potential land,0.00021205662023802003,5.02713210319278e-05,-0.00016178529920609223,2,1,False
consulting,0.0002851029975785037,0.00012330451532914657,-0.00016179848224935715,2,2,False
national treatment,0.00022595047562581552,6.403913645070718e-05,-0.00016191133917510834,2,1,False
diesem zusammenhang,0.00025543628371273305,9.346383797767432e-05,-0.00016197244573505873,2,1,False
challenges development,0.00024560238529077876,8.354759279572325e-05,-0.0001620547924950555,2,1,False
ghana,0.0004995201916726088,0.0003374437931499565,-0.0001620763985226523,5,6,True
soon possible,0.00037937890083537926,0.0002172521537355065,-0.00016212674709987276,3,3,True
takes stock,0.0002976735067851155,0.00013548643195629884,-0.00016218707482881664,2,2,False
eligible clean,0.0002583062832384152,9.603562137500416e-05,-0.00016227066186341103,2,2,False
different issues,0.00026074571841293786,9.847243742822206e-05,-0.0001622732809847158,2,2,False
dealing,0.0015354089207795993,0.0013730822880946574,-0.00016232663268494194,15,20,True
inom,0.00035746536195748136,0.00019513388760353018,-0.00016233147435395118,3,3,True
darstellung,0.00019222017089963009,2.9870209797251126e-05,-0.00016234996110237897,2,1,False
projects context,0.00041759067724507585,0.0002551625520317421,-0.00016242812521333373,3,4,True
elasticities,0.00023117596220067474,6.874527103106586e-05,-0.00016243069116960888,2,1,False
bolivia,0.0005340224836237813,0.0003715706266799535,-0.00016245185694382784,4,6,True
90,0.0008643658802637657,0.0007018896870047977,-0.000162476193258968,11,14,False
vol 46,0.0001810373201164632,1.8549817729557622e-05,-0.00016248750238690557,3,1,True
bei der,0.00039620445759344576,0.00023371399247037328,-0.0001624904651230725,5,5,True
important context,0.00023971324026686376,7.720868161238268e-05,-0.00016250455865448108,2,1,False
precaution,0.00019925884109255195,3.672335260790857e-05,-0.0001625354884846434,2,1,False
presents results,0.0003944157287937932,0.0002318632205640787,-0.00016255250822971447,4,5,True
national international,0.0011766086201852315,0.0010140231503392972,-0.00016258546984593432,12,19,True
möglich,0.0002364868428434104,7.389611490304498e-05,-0.00016259072794036543,2,1,False
internasjonale,0.0002742275589833281,0.00011156539266044675,-0.00016266216632288135,2,1,False
constitue une,0.0001971554588459984,3.448823704199694e-05,-0.00016266722180400146,2,1,False
investments clean,0.0004187711449608688,0.000256086600614366,-0.00016268454434650279,3,4,True
change reducing,0.00036372500063996255,0.0002010217718018107,-0.00016270322883815184,3,4,True
escape,0.0002999021546780845,0.0001371983408351862,-0.00016270381384289834,3,2,True
clean air,0.00038526576849495797,0.00022253661237850165,-0.00016272915611645632,4,4,True
implementation climate,0.00031883550203914014,0.0001560890208931654,-0.00016274648114597475,3,2,True
past decades,0.00044784270854732026,0.00028508002780599584,-0.00016276268074132442,4,6,True
000 ha,0.00027403204576234775,0.00011120047527514984,-0.0001628315704871979,3,2,True
gaming,0.0002775445712958905,0.00011460114377323026,-0.00016294342752266023,2,2,False
issues climate,0.00038259208999349796,0.00021958509125738284,-0.00016300699873611512,3,3,True
forests carbon,0.0002640136578680664,0.00010099181586388896,-0.00016302184200417744,2,2,False
konferenz,0.0003594177594307943,0.00019637985204470532,-0.00016303790738608897,2,2,False
projects africa,0.00034185464630444225,0.00017876867785548292,-0.00016308596844895933,2,2,False
ahp,0.0004925979071965141,0.00032945293382643777,-0.00016314497337007632,3,3,True
accountability mechanisms,0.00030152932345780723,0.00013835260040709444,-0.0001631767230507128,2,2,False
covering,0.0007547894394070552,0.0005915660470070252,-0.00016322339240003,8,13,True
abatement measures,0.00044677967815925397,0.00028353821449763017,-0.0001632414636616238,3,3,True
negotiations international,0.0003524873545474814,0.00018918411339160859,-0.0001633032411558728,2,3,False
coconut oil,0.00027785106684951374,0.00011449210287509038,-0.00016335896397442335,3,1,True
ny,0.00021796420727282346,5.455488976186248e-05,-0.00016340931751096098,2,1,False
enabled,0.0004862484970026016,0.00032276660255468306,-0.00016348189444791855,2,7,False
landowner,0.0002068227008402489,4.332051837110209e-05,-0.00016350218246914683,2,1,False
protocol domestic,0.00023418348157693822,7.066762147493315e-05,-0.00016351586010200506,2,1,False
new information,0.0002787387626058293,0.00011515955446786606,-0.00016357920813796323,2,2,False
tools used,0.00023067155481615935,6.709027050865264e-05,-0.00016358128430750673,2,1,False
judging,0.0003052751255622838,0.00014166013665257922,-0.00016361498890970458,2,2,False
projects large,0.00027241182473798425,0.00010879540862527407,-0.00016361641611271018,2,2,False
understand,0.002114249862848653,0.0019506160295101025,-0.00016363383333855056,28,49,True
capital structure,0.00024970027211334536,8.604016027932681e-05,-0.00016366011183401854,2,1,False
price certified,0.0002843625502293414,0.00012066031907549672,-0.00016370223115384465,2,2,False
par les,0.00023096378916231838,6.724439096374592e-05,-0.00016371939819857247,1,2,False
water supply,0.0004945409728154095,0.00033078827011182,-0.00016375270270358952,3,7,True
extremely high,0.0002238669083909934,6.0086751633033646e-05,-0.00016378015675795976,2,1,False
theoretical empirical,0.00030345443102671983,0.00013961967047874225,-0.0001638347605479776,3,2,True
mechanism emissions,0.00022569770626336568,6.183857013692287e-05,-0.0001638591361264428,2,1,False
make economically,0.00021788998489752023,5.386745717870599e-05,-0.00016402252771881423,2,1,False
im wesentlichen,0.0002122323156480972,4.8159701747741795e-05,-0.0001640726139003554,2,1,False
protocol kp,0.0006032726624526537,0.00043910645812306914,-0.00016416620432958454,6,8,True
changes emissions,0.00022506571721606528,6.087487112904259e-05,-0.0001641908460870227,2,1,False
rapid economic,0.0002639997568424626,9.969042603662738e-05,-0.00016430933080583524,2,2,False
william,0.0003889331648758667,0.00022461231814892873,-0.00016432084672693797,1,4,False
biogas technology,0.0003027421785089725,0.0001384129970373275,-0.000164329181471645,1,2,False
terrestrial,0.0008823492197437314,0.0007179564946185899,-0.00016439272512514154,8,11,True
mechanisms international,0.0003745751901301916,0.0002101366640199228,-0.00016443852611026878,3,3,True
research explores,0.00031866578037868527,0.00015421236689569935,-0.00016445341348298592,3,2,True
countries include,0.0002510979271560605,8.654734071871444e-05,-0.00016455058643734607,3,2,True
directive 2003,0.0002103724878361652,4.578470779565085e-05,-0.00016458778004051433,2,1,False
varit,0.00019154043516191814,2.6946922473801856e-05,-0.0001645935126881163,2,1,False
past emissions,0.00028318549217455646,0.00011856215067301062,-0.00016462334150154585,1,2,False
cdm host,0.000484139429239927,0.000319428182342335,-0.000164711246897592,5,5,True
ways address,0.00022713493191025901,6.241631366519333e-05,-0.0001647186182450657,2,1,False
heights,0.000268734440702637,0.00010398463166023036,-0.00016474980904240664,2,2,False
meet projected,0.0002921128906044495,0.00012733242413024483,-0.00016478046647420465,2,2,False
analysis results,0.00033566060577554615,0.00017087271683519575,-0.0001647878889403504,2,3,False
genom,0.0003397023039864775,0.00017490832966736517,-0.0001647939743191123,3,3,True
nationalen,0.0001990095755531613,3.4111771545301924e-05,-0.00016489780400785937,2,1,False
die umsetzung,0.00029298641930378816,0.00012807638542591972,-0.00016491003387786844,3,3,True
rough,0.00024560221781573754,8.067199724396365e-05,-0.00016493022057177388,2,2,False
descriptions,0.00040208606159602164,0.00023713731899749493,-0.00016494874259852672,3,4,True
umsetzung der,0.00019033854081809877,2.5342121956467134e-05,-0.00016499641886163162,2,1,False
der bestehenden,0.00021557861872532018,5.0574661500949795e-05,-0.0001650039572243704,2,1,False
vom,0.00028789644659859724,0.00012282499335939791,-0.00016507145323919932,4,2,True
mechanism creates,0.00022713493191025901,6.198720152042638e-05,-0.00016514773038983264,2,1,False
implementation forestry,0.00035155053655603317,0.00018640207383264335,-0.00016514846272338982,2,2,False
risk losing,0.0002272702162287867,6.210346192281795e-05,-0.00016516675430596877,2,1,False
deep,0.0008673332746555521,0.0007021381608703856,-0.00016519511378516644,6,13,True
cdm far,0.00028167965830961,0.00011644293441972028,-0.00016523672388988974,2,2,False
china cement,0.00022713493191025901,6.183497008185372e-05,-0.0001652999618284053,2,1,False
unilateral projects,0.00022577107828846544,6.047051503759954e-05,-0.0001653005632508659,2,1,False
aims help,0.0002400731547189734,7.471801837434238e-05,-0.000165355136344631,2,1,False
bereits,0.0003914197372971077,0.00022602294471998918,-0.00016539679257711852,3,5,True
sector main,0.00022326463912219889,5.784093343177478e-05,-0.0001654237056904241,2,1,False
issues relating,0.0004305874975492584,0.0002651525334599488,-0.00016543496408930958,3,3,True
local global,0.0005321381964201291,0.00036661124467482573,-0.00016552695174530338,6,6,True
agricultural systems,0.00030365532912257566,0.00013812700562735529,-0.00016552832349522038,2,3,False
unintended,0.0002913175418792367,0.00012574284943478703,-0.0001655746924444497,3,3,True
lack awareness,0.00021027044455750515,4.467816241066016e-05,-0.000165592282146845,2,1,False
built cdm,0.0002550430191510437,8.938242924567685e-05,-0.00016566058990536683,2,2,False
building efforts,0.0002303771181469737,6.471605540652149e-05,-0.0001656610627404522,2,1,False
laid,0.00023032057711174213,6.465466664116325e-05,-0.00016566591047057887,2,1,False
cp,0.0002039290453904685,3.819652486203248e-05,-0.00016573252052843603,2,1,False
estonia,0.0002381092710831416,7.233839029693486e-05,-0.00016577088078620675,2,1,False
finally discusses,0.00023966018522306653,7.386161665006803e-05,-0.0001657985685729985,2,1,False
different economic,0.00026026760530497607,9.446230200447125e-05,-0.00016580530330050482,2,1,False
role decision,0.00029426754607170095,0.00012844587372786974,-0.00016582167234383121,2,2,False
years 10,0.00022187700039034275,5.604125709806432e-05,-0.00016583574329227842,2,1,False
strategic approach,0.0003104165936564049,0.0001445581043855985,-0.0001658584892708064,2,2,False
financial analysis,0.0003252995487166528,0.0001594218258833291,-0.00016587772283332373,4,3,True
structural,0.0010879202063068924,0.0009219817597132002,-0.00016593844659369217,12,18,True
regulatory framework,0.0004222360493761563,0.0002562248892305738,-0.00016601116014558248,3,5,True
lends,0.00025349908976380134,8.747540986156892e-05,-0.00016602367990223242,2,2,False
alternative policies,0.0002277451535514896,6.17089842416957e-05,-0.00016603616930979388,2,1,False
curbing,0.0004521410736635864,0.0002858792614927059,-0.00016626181217088047,5,4,True
calorific,0.00021499010900478862,4.8580946438657134e-05,-0.0001664091625661315,2,1,False
calorific value,0.00021499010900478862,4.8580946438657134e-05,-0.0001664091625661315,2,1,False
requires,0.0022050093072213455,0.0020385495850846025,-0.00016645972213674308,27,53,True
development context,0.00024126496397607183,7.479345821071296e-05,-0.00016647150576535886,2,2,False
diverting,0.00029636230218518605,0.00012988823942421758,-0.00016647406276096847,3,2,True
shifts,0.0006497250732412249,0.0004831699386722213,-0.0001665551345690036,7,10,True
search,0.0008266502385162802,0.0006599928487663458,-0.00016665738974993443,8,9,True
longstanding,0.00028794165782222605,0.00012122288686770299,-0.00016671877095452307,2,2,False
imports,0.0005291557680656181,0.00036238824177362526,-0.0001667675262919928,5,7,True
fundamentals,0.00035678956974576797,0.00018990498078059914,-0.00016688458896516883,3,3,True
animal species,0.000289297211510949,0.00012234835427043193,-0.00016694885724051706,2,3,False
landuse,0.00046687996261304034,0.00029990630269163425,-0.0001669736599214061,2,5,False
impactos,0.00022369454475991478,5.6660786147093864e-05,-0.00016703375861282092,2,1,False
rules guidelines,0.00023857850676863962,7.151178375185801e-05,-0.0001670667230167816,2,1,False
measures,0.005586433699606685,0.0054193333417130694,-0.00016710035789361567,77,143,True
preparing,0.0004930417651052342,0.00032588209554837205,-0.00016715966955686216,4,5,True
chinese,0.0029086753959167836,0.0027414605393735565,-0.00016721485654322714,33,53,True
research education,0.00030127448896880075,0.00013398674786580488,-0.00016728774110299588,1,2,False
travel,0.0004501479911613797,0.00028278396369385913,-0.0001673640274675206,4,4,True
mechanisms including,0.0003924683883768852,0.0002250957278392072,-0.00016737266053767802,3,3,True
ground,0.001185718769302188,0.0010183302047227108,-0.00016738856457947722,12,25,True
ihres,0.000243465128870617,7.604959989937883e-05,-0.00016741552897123817,3,2,True
emissions local,0.0002488025198375262,8.13048159085954e-05,-0.00016749770392893084,2,1,False
change largely,0.0002486632979887057,8.112464500646323e-05,-0.00016753865298224245,2,1,False
rider problem,0.00026267568258068,9.500190856300189e-05,-0.0001676737740176781,2,1,False
80 total,0.0002371884614010133,6.948329559889756e-05,-0.00016770516580211575,2,1,False
developing effective,0.00023683360244310982,6.900732248293052e-05,-0.0001678262799601793,2,1,False
fairly constant,0.00024443848538490895,7.660181189616932e-05,-0.00016783667348873964,2,2,False
nicaragua,0.0002946254753940365,0.0001267425793443435,-0.000167882896049693,2,3,False
articulate,0.00044224834815220803,0.0002743387289621037,-0.00016790961919010435,3,5,True
problems implementation,0.00022985860709745683,6.183857013692287e-05,-0.00016802003696053395,2,1,False
dollars,0.0009492777390669343,0.000781187134007181,-0.00016809060505975325,8,16,True
support global,0.00021957897705037965,5.144906558301434e-05,-0.0001681299114673653,2,1,False
applied developing,0.0002697523250313234,0.00010160894133969598,-0.00016814338369162745,2,2,False
pilot projects,0.00042755094469689743,0.00025930451407930974,-0.0001682464306175877,5,4,True
developing regions,0.0002243641599645935,5.605129702412177e-05,-0.00016831286294047174,2,1,False
expose,0.00028926761428207243,0.00012091989627697691,-0.00016834771800509552,2,2,False
dioxide methane,0.0004605585457020933,0.00029215968240983806,-0.00016839886329225522,4,5,True
230,0.00018362038664434385,1.5144207465064958e-05,-0.0001684761791792789,3,1,False
state forest,0.0002337874084285187,6.520342618674093e-05,-0.00016858398224177778,2,1,False
current practice,0.00022735058226903412,5.87657297096181e-05,-0.00016858485255941602,2,1,False
short term,0.0010315482548876665,0.0008629603232060876,-0.00016858793168157888,13,17,True
success stories,0.0002178960171863633,4.927459002391065e-05,-0.00016862142716245266,2,1,False
efficient market,0.0002609246292848967,9.228232801750049e-05,-0.00016864230126739622,2,1,False
continents,0.00024010701254140336,7.144880394373663e-05,-0.00016865820859766672,2,1,False
advantages disadvantages,0.0006341402452906474,0.00046532067198679533,-0.0001688195733038521,6,6,True
consumption co2,0.00026284927900899045,9.392729518593101e-05,-0.00016892198382305944,2,1,False
level international,0.0002900236824699994,0.00012109328219908567,-0.00016893040027091371,1,2,False
meeting commitments,0.00022389912720358247,5.4962135732491395e-05,-0.00016893699147109108,2,1,False
years number,0.0002632091027754939,9.426948293970769e-05,-0.0001689396198357862,2,1,False
currently available,0.000265476584242305,9.645712071324231e-05,-0.00016901946352906267,2,2,False
energy carbon,0.0003972681370105919,0.00022818465832764135,-0.00016908347868295053,2,3,False
emissions major,0.00024449385851997704,7.538798029729439e-05,-0.00016910587822268263,2,1,False
analysis potential,0.00036724052895295426,0.00019813266688248308,-0.00016910786207047118,3,3,True
free riding,0.00028757001089162626,0.00011844561213979507,-0.00016912439875183118,2,1,False
riding,0.00028757001089162626,0.00011844561213979507,-0.00016912439875183118,2,1,False
frequent,0.0003095754989885553,0.00014031942854964225,-0.00016925607043891306,3,2,True
energy balance,0.00022517525398936587,5.581895512833123e-05,-0.00016935629886103464,2,1,False
included annex,0.00019831822075706213,2.894153118436205e-05,-0.00016937668957270007,2,1,False
energy technology,0.0006734818757356797,0.0005040977442631431,-0.0001693841314725366,5,9,True
large emitters,0.00026744335222187625,9.797258570428454e-05,-0.0001694707665175917,2,1,False
im bereich,0.00020361692330528742,3.4111771545301924e-05,-0.0001695051517599855,2,1,False
bereich,0.00020361692330528742,3.4111771545301924e-05,-0.0001695051517599855,2,1,False
ecological,0.002033025688173573,0.0018634739747666973,-0.00016955171340687588,23,38,True
wwf,0.0002720219540626379,0.00010242457468567288,-0.00016959737937696505,3,2,True
mobilize,0.00043318137018866107,0.00026351819846452126,-0.0001696631717241398,5,5,True
ets sectors,0.00027579620665957473,0.00010611508331158611,-0.00016968112334798862,1,2,False
population density,0.00025556573970603766,8.585499229042085e-05,-0.0001697107474156168,1,2,False
vulnerability studies,0.0002687265243238535,9.892709360349276e-05,-0.00016979943072036074,2,1,False
environmental quality,0.0003750284650450466,0.00020515719553411996,-0.00016987126951092664,4,4,True
emission caps,0.00038372420509883305,0.00021383389723570552,-0.00016989030786312753,4,4,True
project consists,0.00024939374722509385,7.94623250065221e-05,-0.00016993142221857175,2,1,False
competing objectives,0.00022713493191025901,5.7160126576805937e-05,-0.00016997480533345306,2,1,False
years article,0.00027269910401404136,0.00010268922354202616,-0.0001700098804720152,2,1,False
creates market,0.00022713493191025901,5.711983798186937e-05,-0.00017001509392838965,2,1,False
discussed section,0.0002317150666420357,6.164962587168897e-05,-0.00017006544077034674,2,1,False
trends cdm,0.00027800880173666203,0.00010785004958333378,-0.00017015875215332823,2,1,False
time data,0.0002493197997806182,7.909358356118972e-05,-0.00017022621621942848,3,1,True
economically feasible,0.0002786810336859559,0.00010841932833718034,-0.00017026170534877556,3,2,True
höheren,0.0002043807149281803,3.4111771545301924e-05,-0.00017026894338287836,2,1,False
sizeable,0.0002973612695513909,0.00012707365704445905,-0.00017028761250693187,3,2,True
carbono,0.0009053014192987129,0.0007349935437760627,-0.00017030787552265022,7,12,True
race,0.0002858309890790402,0.00011551454812564816,-0.00017031644095339202,2,2,False
limited private,0.00021962425967612774,4.927459002391065e-05,-0.0001703496696522171,2,1,False
implementing energy,0.0002519406334162267,8.147693224340888e-05,-0.00017046370117281784,2,2,False
technology environmentally,0.00023495169586266242,6.447624736284098e-05,-0.00017047544849982144,2,1,False
tree plantation,0.00024460251518022185,7.409527774531305e-05,-0.00017050723743490878,2,1,False
cdm baseline,0.0004404379920010825,0.0002699223670363042,-0.00017051562496477832,3,4,True
det är,0.0002348430752298497,6.430328914876823e-05,-0.00017053978608108148,2,1,False
projects suitable,0.00026396398108479135,9.339207424383005e-05,-0.0001705719068409613,1,2,False
cdm transactions,0.00020852485436509058,3.7915625744209966e-05,-0.00017060922862088061,2,1,False
offer opportunities,0.00023721419590834133,6.657316713582057e-05,-0.00017064102877252076,2,1,False
intensity,0.0015745293678358556,0.0014037041540961893,-0.00017082521373966626,21,32,True
foreign private,0.00022713493191025901,5.6252331688508476e-05,-0.00017088260022175052,2,1,False
political decision,0.0002272702162287867,5.636964139875473e-05,-0.00017090057483003197,2,1,False
exempted,0.0002348218404653487,6.390143230255668e-05,-0.00017092040816279203,2,1,False
potential ghg,0.00021674713341174142,4.58223296636216e-05,-0.00017092480374811982,2,1,False
important result,0.00023649913752521055,6.553122206841438e-05,-0.00017096791545679618,2,1,False
safeguard,0.00036462687157434866,0.00019364768209081333,-0.00017097918948353534,4,3,True
recommendations future,0.000252249228523056,8.122589858989688e-05,-0.00017102332993315915,2,1,False
benefits conservation,0.00024785974232903956,7.67898619194009e-05,-0.00017106988040963868,2,1,False
dynamic game,0.00024081881177771418,6.972205715491383e-05,-0.00017109675462280037,2,1,False
sustainability efforts,0.00018951838366109693,1.8408942342144865e-05,-0.00017110944131895208,2,1,False
current policy,0.0002798327165577542,0.00010865757485779201,-0.00017117514169996218,4,2,True
services provide,0.00037032017792099157,0.0001991431149629969,-0.00017117706295799467,3,3,True
potential technology,0.00023258951665658796,6.141053258816511e-05,-0.00017117898406842285,2,1,False
instrumente des,0.00023716459272391015,6.597518532375105e-05,-0.0001711894074001591,2,1,False
banner,0.00022597709582364612,5.477122415132042e-05,-0.0001712058716723257,2,1,False
cdm facilitate,0.0002299602353033284,5.870249917508556e-05,-0.00017125773612824282,2,1,False
el objetivo,0.00022630401140706557,5.4899653944417386e-05,-0.0001714043574626482,3,1,True
change point,0.00033429008703696216,0.00016281820331708665,-0.00017147188371987551,2,2,False
change countries,0.0002943672090671044,0.00012268045975934207,-0.00017168674930776234,3,2,True
strictly,0.0003782286325040526,0.0002065107262485585,-0.0001717179062554941,3,3,True
supplemental,0.0002266975304154094,5.4962135732491395e-05,-0.000171735394682918,2,1,False
road infrastructure,0.0002429185059106061,7.101104661920531e-05,-0.00017190745929140082,2,1,False
state art,0.00026882382383935726,9.691258125004682e-05,-0.00017191124258931044,2,2,False
agreement include,0.00020117950498399218,2.925340571263766e-05,-0.00017192609927135452,2,1,False
emergent,0.0003577347324374732,0.00018579857789164148,-0.00017193615454583173,4,3,True
axel michaelowa,0.0003062062672103174,0.0001342442684694571,-0.0001719619987408603,1,2,False
michaelowa,0.0003062062672103174,0.0001342442684694571,-0.0001719619987408603,1,2,False
axel,0.0003062062672103174,0.0001342442684694571,-0.0001719619987408603,1,2,False
emissions projects,0.000220970592070039,4.890927733848991e-05,-0.0001720613147315491,2,1,False
capital subsidies,0.0003025798719229286,0.00013043655601368073,-0.00017214331590924785,2,3,False
cursory,0.00023030275672203962,5.812233540689617e-05,-0.00017218042131514344,2,1,False
incentives,0.004502885921744542,0.004330692908893161,-0.00017219301285138072,65,119,True
sustainable economy,0.00021146968500708143,3.9098510161634994e-05,-0.00017237117484544644,2,1,False
continues,0.0006286924078521526,0.0004563046481293115,-0.0001723877597228411,5,11,True
interaction,0.001044299650414958,0.0008718459954367725,-0.00017245365497818555,11,16,True
990,0.00021797519088873177,4.533674229904291e-05,-0.00017263844858968886,2,1,False
analyze potential,0.00031736643487510616,0.00014462372702825365,-0.0001727427078468525,2,2,False
limit emissions,0.0004642089673022019,0.0002913944364292053,-0.00017281453087299658,4,5,True
knowledge carbon,0.00024460251518022185,7.176057325209873e-05,-0.0001728419419281231,2,1,False
goals kyoto,0.000254415390856105,8.153490609352124e-05,-0.00017288048476258374,2,1,False
mt co2,0.0004365411991175688,0.0002635779374087154,-0.00017296326170885342,4,3,True
